filename,class
data_334.jpg,Jute Stem Weevil
data_4942.jpg,Yellow Mite
data_4114.jpg,Termite odontotermes (Rambur)
data_800.jpg,Jute Stem Weevil
data_6382.jpg,Mealybug
data_417.jpg,Jute Stem Weevil
data_7221.jpg,Mealybug
data_4434.jpg,Jute Hairy
data_984.jpg,Jute Stem Weevil
data_2865.jpg,Jute Red Mite
data_1711.jpg,Jute Stem Girdler
data_5114.jpg,Yellow Mite
data_3659.jpg,Jute Semilooper
data_5498.jpg,Jute Aphid
data_6539.jpg,Cutworm
data_5243.jpg,Scopula Emissaria
data_1415.jpg,Beet Armyworm
data_4295.jpg,Termite odontotermes (Rambur)
data_1879.jpg,Termite
data_1258.jpg,Cutworm
data_438.jpg,Jute Stem Weevil
data_6764.jpg,Yellow Mite
data_5110.jpg,Yellow Mite
data_6504.jpg,Jute Stem Weevil
data_1006.jpg,Cutworm
data_100.jpg,Leaf Beetle
data_4164.jpg,Termite odontotermes (Rambur)
data_6141.jpg,Mealybug
data_2957.jpg,Pod Borer
data_3500.jpg,Jute Semilooper
data_708.jpg,Jute Stem Weevil
data_5117.jpg,Yellow Mite
data_2402.jpg,Black Hairy
data_6059.jpg,Mealybug
data_5440.jpg,Scopula Emissaria
data_6221.jpg,Mealybug
data_5491.jpg,Jute Aphid
data_4032.jpg,Field Cricket
data_2584.jpg,Jute Red Mite
data_2048.jpg,Termite
data_6805.jpg,Jute Aphid
data_5553.jpg,Jute Aphid
data_2698.jpg,Jute Red Mite
data_5447.jpg,Jute Aphid
data_6569.jpg,Beet Armyworm
data_1809.jpg,Jute Stem Girdler
data_5716.jpg,Jute Aphid
data_2993.jpg,Pod Borer
data_5145.jpg,Scopula Emissaria
data_1515.jpg,Beet Armyworm
data_3370.jpg,Jute Semilooper
data_3360.jpg,Jute Semilooper
data_3988.jpg,Field Cricket
data_4543.jpg,Jute Hairy
data_1419.jpg,Beet Armyworm
data_5036.jpg,Yellow Mite
data_1736.jpg,Jute Stem Girdler
data_4041.jpg,Field Cricket
data_120.jpg,Leaf Beetle
data_3432.jpg,Jute Semilooper
data_4237.jpg,Termite odontotermes (Rambur)
data_1950.jpg,Termite
data_331.jpg,Jute Stem Weevil
data_1540.jpg,Beet Armyworm
data_7081.jpg,Field Cricket
data_5588.jpg,Jute Aphid
data_865.jpg,Jute Stem Weevil
data_1145.jpg,Cutworm
data_418.jpg,Jute Stem Weevil
data_5602.jpg,Jute Aphid
data_6992.jpg,Black Hairy
data_3147.jpg,Pod Borer
data_6540.jpg,Cutworm
data_3913.jpg,Field Cricket
data_1564.jpg,Beet Armyworm
data_6116.jpg,Mealybug
data_5191.jpg,Scopula Emissaria
data_1707.jpg,Jute Stem Girdler
data_6230.jpg,Mealybug
data_450.jpg,Jute Stem Weevil
data_3495.jpg,Jute Semilooper
data_3697.jpg,Field Cricket
data_321.jpg,Jute Stem Weevil
data_2734.jpg,Jute Red Mite
data_908.jpg,Jute Stem Weevil
data_5679.jpg,Jute Aphid
data_2107.jpg,Termite
data_4788.jpg,Yellow Mite
data_6740.jpg,Termite odontotermes (Rambur)
data_7044.jpg,Pod Borer
data_2606.jpg,Jute Red Mite
data_3650.jpg,Jute Semilooper
data_6006.jpg,Mealybug
data_1818.jpg,Jute Stem Girdler
data_2037.jpg,Termite
data_5475.jpg,Jute Aphid
data_374.jpg,Jute Stem Weevil
data_2448.jpg,Black Hairy
data_4716.jpg,Jute Hairy
data_3669.jpg,Jute Semilooper
data_4627.jpg,Jute Hairy
data_1359.jpg,Cutworm
data_5910.jpg,Jute Aphid
data_6482.jpg,Jute Stem Weevil
data_7127.jpg,Jute Hairy
data_1271.jpg,Cutworm
data_6693.jpg,Pod Borer
data_1046.jpg,Cutworm
data_6519.jpg,Jute Stem Weevil
data_909.jpg,Jute Stem Weevil
data_4469.jpg,Jute Hairy
data_615.jpg,Jute Stem Weevil
data_2398.jpg,Black Hairy
data_978.jpg,Jute Stem Weevil
data_1617.jpg,Jute Stem Girdler
data_3974.jpg,Field Cricket
data_2887.jpg,Jute Red Mite
data_1724.jpg,Jute Stem Girdler
data_5253.jpg,Scopula Emissaria
data_2822.jpg,Jute Red Mite
data_5067.jpg,Yellow Mite
data_6328.jpg,Mealybug
data_1491.jpg,Beet Armyworm
data_6647.jpg,Jute Red Mite
data_1543.jpg,Beet Armyworm
data_1622.jpg,Jute Stem Girdler
data_2120.jpg,Termite
data_4182.jpg,Termite odontotermes (Rambur)
data_6722.jpg,Termite odontotermes (Rambur)
data_5193.jpg,Scopula Emissaria
data_2566.jpg,Jute Red Mite
data_5626.jpg,Jute Aphid
data_3667.jpg,Jute Semilooper
data_6954.jpg,Jute Stem Girdler
data_4092.jpg,Termite odontotermes (Rambur)
data_6921.jpg,Cutworm
data_5978.jpg,Mealybug
data_3540.jpg,Jute Semilooper
data_297.jpg,Leaf Beetle
data_2099.jpg,Termite
data_6721.jpg,Termite odontotermes (Rambur)
data_7219.jpg,Mealybug
data_5150.jpg,Scopula Emissaria
data_406.jpg,Jute Stem Weevil
data_1287.jpg,Cutworm
data_2423.jpg,Black Hairy
data_2748.jpg,Jute Red Mite
data_3673.jpg,Jute Semilooper
data_409.jpg,Jute Stem Weevil
data_1681.jpg,Jute Stem Girdler
data_6920.jpg,Cutworm
data_5455.jpg,Jute Aphid
data_2035.jpg,Termite
data_4601.jpg,Jute Hairy
data_2051.jpg,Termite
data_2704.jpg,Jute Red Mite
data_1854.jpg,Jute Stem Girdler
data_2848.jpg,Jute Red Mite
data_6435.jpg,Mealybug
data_2977.jpg,Pod Borer
data_6508.jpg,Jute Stem Weevil
data_7213.jpg,Mealybug
data_3199.jpg,Pod Borer
data_752.jpg,Jute Stem Weevil
data_2627.jpg,Jute Red Mite
data_2236.jpg,Black Hairy
data_5097.jpg,Yellow Mite
data_2543.jpg,Jute Red Mite
data_2998.jpg,Pod Borer
data_4165.jpg,Termite odontotermes (Rambur)
data_3811.jpg,Field Cricket
data_6062.jpg,Mealybug
data_6388.jpg,Mealybug
data_337.jpg,Jute Stem Weevil
data_2736.jpg,Jute Red Mite
data_1781.jpg,Jute Stem Girdler
data_2202.jpg,Black Hairy
data_3440.jpg,Jute Semilooper
data_5744.jpg,Jute Aphid
data_2025.jpg,Termite
data_141.jpg,Leaf Beetle
data_6651.jpg,Jute Red Mite
data_489.jpg,Jute Stem Weevil
data_1837.jpg,Jute Stem Girdler
data_347.jpg,Jute Stem Weevil
data_2465.jpg,Jute Red Mite
data_4863.jpg,Yellow Mite
data_5741.jpg,Jute Aphid
data_257.jpg,Leaf Beetle
data_4447.jpg,Jute Hairy
data_6061.jpg,Mealybug
data_4049.jpg,Field Cricket
data_4127.jpg,Termite odontotermes (Rambur)
data_74.jpg,Leaf Beetle
data_3332.jpg,Jute Semilooper
data_4097.jpg,Termite odontotermes (Rambur)
data_1616.jpg,Jute Stem Girdler
data_2366.jpg,Black Hairy
data_1840.jpg,Jute Stem Girdler
data_7011.jpg,Jute Red Mite
data_2278.jpg,Black Hairy
data_5227.jpg,Scopula Emissaria
data_37.jpg,Leaf Beetle
data_5131.jpg,Scopula Emissaria
data_665.jpg,Jute Stem Weevil
data_378.jpg,Jute Stem Weevil
data_4895.jpg,Yellow Mite
data_7231.jpg,Mealybug
data_6951.jpg,Jute Stem Girdler
data_4121.jpg,Termite odontotermes (Rambur)
data_2481.jpg,Jute Red Mite
data_1172.jpg,Cutworm
data_7185.jpg,Scopula Emissaria
data_6359.jpg,Mealybug
data_3552.jpg,Jute Semilooper
data_5683.jpg,Jute Aphid
data_4207.jpg,Termite odontotermes (Rambur)
data_4949.jpg,Yellow Mite
data_4459.jpg,Jute Hairy
data_5163.jpg,Scopula Emissaria
data_3775.jpg,Field Cricket
data_5897.jpg,Jute Aphid
data_6940.jpg,Beet Armyworm
data_1726.jpg,Jute Stem Girdler
data_966.jpg,Jute Stem Weevil
data_3954.jpg,Field Cricket
data_854.jpg,Jute Stem Weevil
data_6191.jpg,Mealybug
data_7183.jpg,Scopula Emissaria
data_3270.jpg,Pod Borer
data_4259.jpg,Termite odontotermes (Rambur)
data_6946.jpg,Jute Stem Girdler
data_5286.jpg,Scopula Emissaria
data_4403.jpg,Jute Hairy
data_778.jpg,Jute Stem Weevil
data_1489.jpg,Beet Armyworm
data_4962.jpg,Yellow Mite
data_3058.jpg,Pod Borer
data_2050.jpg,Termite
data_4084.jpg,Termite odontotermes (Rambur)
data_3304.jpg,Pod Borer
data_718.jpg,Jute Stem Weevil
data_6591.jpg,Termite
data_2805.jpg,Jute Red Mite
data_1416.jpg,Beet Armyworm
data_4637.jpg,Jute Hairy
data_1746.jpg,Jute Stem Girdler
data_750.jpg,Jute Stem Weevil
data_6298.jpg,Mealybug
data_371.jpg,Jute Stem Weevil
data_2262.jpg,Black Hairy
data_1905.jpg,Termite
data_5670.jpg,Jute Aphid
data_4715.jpg,Jute Hairy
data_4085.jpg,Termite odontotermes (Rambur)
data_6608.jpg,Termite
data_3846.jpg,Field Cricket
data_1717.jpg,Jute Stem Girdler
data_5597.jpg,Jute Aphid
data_6331.jpg,Mealybug
data_3939.jpg,Field Cricket
data_1211.jpg,Cutworm
data_7153.jpg,Yellow Mite
data_6862.jpg,Leaf Beetle
data_5077.jpg,Yellow Mite
data_3471.jpg,Jute Semilooper
data_6756.jpg,Jute Hairy
data_4337.jpg,Termite odontotermes (Rambur)
data_3926.jpg,Field Cricket
data_2123.jpg,Termite
data_3281.jpg,Pod Borer
data_2073.jpg,Termite
data_6101.jpg,Mealybug
data_2109.jpg,Termite
data_346.jpg,Jute Stem Weevil
data_1780.jpg,Jute Stem Girdler
data_3330.jpg,Jute Semilooper
data_897.jpg,Jute Stem Weevil
data_2274.jpg,Black Hairy
data_5054.jpg,Yellow Mite
data_1517.jpg,Beet Armyworm
data_1682.jpg,Jute Stem Girdler
data_3011.jpg,Pod Borer
data_7205.jpg,Jute Aphid
data_7111.jpg,Termite odontotermes (Rambur)
data_3621.jpg,Jute Semilooper
data_2968.jpg,Pod Borer
data_1556.jpg,Beet Armyworm
data_4438.jpg,Jute Hairy
data_2999.jpg,Pod Borer
data_2280.jpg,Black Hairy
data_4835.jpg,Yellow Mite
data_3695.jpg,Field Cricket
data_1101.jpg,Cutworm
data_962.jpg,Jute Stem Weevil
data_6464.jpg,Jute Stem Weevil
data_1488.jpg,Beet Armyworm
data_2723.jpg,Jute Red Mite
data_5895.jpg,Jute Aphid
data_2479.jpg,Jute Red Mite
data_6663.jpg,Jute Red Mite
data_5526.jpg,Jute Aphid
data_2155.jpg,Termite
data_92.jpg,Leaf Beetle
data_353.jpg,Jute Stem Weevil
data_2818.jpg,Jute Red Mite
data_1779.jpg,Jute Stem Girdler
data_2589.jpg,Jute Red Mite
data_3532.jpg,Jute Semilooper
data_308.jpg,Leaf Beetle
data_2112.jpg,Termite
data_5993.jpg,Mealybug
data_1814.jpg,Jute Stem Girdler
data_2593.jpg,Jute Red Mite
data_4200.jpg,Termite odontotermes (Rambur)
data_636.jpg,Jute Stem Weevil
data_5275.jpg,Scopula Emissaria
data_1942.jpg,Termite
data_508.jpg,Jute Stem Weevil
data_4775.jpg,Jute Hairy
data_3350.jpg,Jute Semilooper
data_5295.jpg,Scopula Emissaria
data_3555.jpg,Jute Semilooper
data_2711.jpg,Jute Red Mite
data_6440.jpg,Mealybug
data_4689.jpg,Jute Hairy
data_2223.jpg,Black Hairy
data_2104.jpg,Termite
data_3693.jpg,Field Cricket
data_4460.jpg,Jute Hairy
data_6243.jpg,Mealybug
data_6018.jpg,Mealybug
data_5740.jpg,Jute Aphid
data_6675.jpg,Jute Red Mite
data_1957.jpg,Termite
data_1147.jpg,Cutworm
data_93.jpg,Leaf Beetle
data_330.jpg,Jute Stem Weevil
data_5224.jpg,Scopula Emissaria
data_3945.jpg,Field Cricket
data_5192.jpg,Scopula Emissaria
data_4693.jpg,Jute Hairy
data_5124.jpg,Yellow Mite
data_5964.jpg,Jute Aphid
data_7061.jpg,Jute Semilooper
data_1624.jpg,Jute Stem Girdler
data_528.jpg,Jute Stem Weevil
data_1167.jpg,Cutworm
data_1782.jpg,Jute Stem Girdler
data_2136.jpg,Termite
data_5396.jpg,Scopula Emissaria
data_1378.jpg,Cutworm
data_1374.jpg,Cutworm
data_4398.jpg,Jute Hairy
data_1688.jpg,Jute Stem Girdler
data_3383.jpg,Jute Semilooper
data_6177.jpg,Mealybug
data_6387.jpg,Mealybug
data_1296.jpg,Cutworm
data_949.jpg,Jute Stem Weevil
data_1179.jpg,Cutworm
data_7145.jpg,Yellow Mite
data_1519.jpg,Beet Armyworm
data_3494.jpg,Jute Semilooper
data_2981.jpg,Pod Borer
data_3309.jpg,Jute Semilooper
data_6276.jpg,Mealybug
data_6953.jpg,Jute Stem Girdler
data_5354.jpg,Scopula Emissaria
data_1294.jpg,Cutworm
data_2362.jpg,Black Hairy
data_2214.jpg,Black Hairy
data_1900.jpg,Termite
data_3923.jpg,Field Cricket
data_1137.jpg,Cutworm
data_3883.jpg,Field Cricket
data_2984.jpg,Pod Borer
data_743.jpg,Jute Stem Weevil
data_6213.jpg,Mealybug
data_3832.jpg,Field Cricket
data_5225.jpg,Scopula Emissaria
data_225.jpg,Leaf Beetle
data_1288.jpg,Cutworm
data_5452.jpg,Jute Aphid
data_2502.jpg,Jute Red Mite
data_1358.jpg,Cutworm
data_1508.jpg,Beet Armyworm
data_2997.jpg,Pod Borer
data_5368.jpg,Scopula Emissaria
data_261.jpg,Leaf Beetle
data_84.jpg,Leaf Beetle
data_5948.jpg,Jute Aphid
data_1833.jpg,Jute Stem Girdler
data_4751.jpg,Jute Hairy
data_2111.jpg,Termite
data_4590.jpg,Jute Hairy
data_1324.jpg,Cutworm
data_5618.jpg,Jute Aphid
data_6974.jpg,Termite
data_2812.jpg,Jute Red Mite
data_2878.jpg,Jute Red Mite
data_1005.jpg,Cutworm
data_442.jpg,Jute Stem Weevil
data_5981.jpg,Mealybug
data_3582.jpg,Jute Semilooper
data_2780.jpg,Jute Red Mite
data_3417.jpg,Jute Semilooper
data_5611.jpg,Jute Aphid
data_5735.jpg,Jute Aphid
data_3934.jpg,Field Cricket
data_2373.jpg,Black Hairy
data_312.jpg,Jute Stem Weevil
data_2319.jpg,Black Hairy
data_2635.jpg,Jute Red Mite
data_4292.jpg,Termite odontotermes (Rambur)
data_2806.jpg,Jute Red Mite
data_3071.jpg,Pod Borer
data_7043.jpg,Pod Borer
data_555.jpg,Jute Stem Weevil
data_4055.jpg,Field Cricket
data_556.jpg,Jute Stem Weevil
data_3797.jpg,Field Cricket
data_3272.jpg,Pod Borer
data_6671.jpg,Jute Red Mite
data_1473.jpg,Beet Armyworm
data_3202.jpg,Pod Borer
data_2750.jpg,Jute Red Mite
data_3805.jpg,Field Cricket
data_258.jpg,Leaf Beetle
data_5063.jpg,Yellow Mite
data_836.jpg,Jute Stem Weevil
data_1973.jpg,Termite
data_2270.jpg,Black Hairy
data_6724.jpg,Termite odontotermes (Rambur)
data_4289.jpg,Termite odontotermes (Rambur)
data_709.jpg,Jute Stem Weevil
data_6872.jpg,Leaf Beetle
data_5612.jpg,Jute Aphid
data_4595.jpg,Jute Hairy
data_1536.jpg,Beet Armyworm
data_591.jpg,Jute Stem Weevil
data_4609.jpg,Jute Hairy
data_4727.jpg,Jute Hairy
data_6962.jpg,Jute Stem Girdler
data_722.jpg,Jute Stem Weevil
data_3745.jpg,Field Cricket
data_3140.jpg,Pod Borer
data_2287.jpg,Black Hairy
data_4764.jpg,Jute Hairy
data_6513.jpg,Jute Stem Weevil
data_5257.jpg,Scopula Emissaria
data_2334.jpg,Black Hairy
data_7018.jpg,Jute Red Mite
data_818.jpg,Jute Stem Weevil
data_5236.jpg,Scopula Emissaria
data_3388.jpg,Jute Semilooper
data_3620.jpg,Jute Semilooper
data_779.jpg,Jute Stem Weevil
data_143.jpg,Leaf Beetle
data_4350.jpg,Termite odontotermes (Rambur)
data_25.jpg,Leaf Beetle
data_1700.jpg,Jute Stem Girdler
data_5912.jpg,Jute Aphid
data_1537.jpg,Beet Armyworm
data_3984.jpg,Field Cricket
data_6398.jpg,Mealybug
data_6554.jpg,Beet Armyworm
data_6807.jpg,Jute Aphid
data_1363.jpg,Cutworm
data_5030.jpg,Yellow Mite
data_2911.jpg,Jute Red Mite
data_4117.jpg,Termite odontotermes (Rambur)
data_2891.jpg,Jute Red Mite
data_2612.jpg,Jute Red Mite
data_4083.jpg,Termite odontotermes (Rambur)
data_4625.jpg,Jute Hairy
data_2941.jpg,Pod Borer
data_6211.jpg,Mealybug
data_2314.jpg,Black Hairy
data_6632.jpg,Black Hairy
data_270.jpeg,Leaf Beetle
data_704.jpg,Jute Stem Weevil
data_7144.jpg,Yellow Mite
data_5880.jpg,Jute Aphid
data_2870.jpg,Jute Red Mite
data_5356.jpg,Scopula Emissaria
data_6772.jpg,Yellow Mite
data_536.jpg,Jute Stem Weevil
data_5033.jpg,Yellow Mite
data_7113.jpg,Termite odontotermes (Rambur)
data_3940.jpg,Field Cricket
data_1321.jpg,Cutworm
data_5575.jpg,Jute Aphid
data_3925.jpg,Field Cricket
data_5468.jpg,Jute Aphid
data_3288.jpg,Pod Borer
data_6734.jpg,Termite odontotermes (Rambur)
data_5624.jpg,Jute Aphid
data_893.jpg,Jute Stem Weevil
data_6335.jpg,Mealybug
data_3973.jpg,Field Cricket
data_124.jpg,Leaf Beetle
data_6617.jpg,Black Hairy
data_1657.jpg,Jute Stem Girdler
data_3012.jpg,Pod Borer
data_2053.jpg,Termite
data_6577.jpg,Beet Armyworm
data_861.jpg,Jute Stem Weevil
data_6878.jpg,Leaf Beetle
data_171.jpg,Leaf Beetle
data_6831.jpg,Mealybug
data_3824.jpg,Field Cricket
data_5330.jpg,Scopula Emissaria
data_3464.jpg,Jute Semilooper
data_2603.jpg,Jute Red Mite
data_4794.jpg,Yellow Mite
data_1045.jpg,Cutworm
data_1170.jpg,Cutworm
data_5444.jpg,Scopula Emissaria
data_6030.jpg,Mealybug
data_4836.jpg,Yellow Mite
data_844.jpg,Jute Stem Weevil
data_5864.jpg,Jute Aphid
data_4549.jpg,Jute Hairy
data_6685.jpg,Jute Red Mite
data_3365.jpg,Jute Semilooper
data_4857.jpg,Yellow Mite
data_6100.jpg,Mealybug
data_2247.jpg,Black Hairy
data_6958.jpg,Jute Stem Girdler
data_1106.jpg,Cutworm
data_6151.jpg,Mealybug
data_3960.jpg,Field Cricket
data_3748.jpg,Field Cricket
data_5369.jpg,Scopula Emissaria
data_3118.jpg,Pod Borer
data_4072.jpg,Termite odontotermes (Rambur)
data_2759.jpg,Jute Red Mite
data_5932.jpg,Jute Aphid
data_284.jpg,Leaf Beetle
data_5739.jpg,Jute Aphid
data_1646.jpg,Jute Stem Girdler
data_3529.jpg,Jute Semilooper
data_1435.jpg,Beet Armyworm
data_4567.jpg,Jute Hairy
data_7147.jpg,Yellow Mite
data_2044.jpg,Termite
data_2657.jpg,Jute Red Mite
data_644.jpg,Jute Stem Weevil
data_6489.jpg,Jute Stem Weevil
data_7151.jpg,Yellow Mite
data_3522.jpg,Jute Semilooper
data_385.jpg,Jute Stem Weevil
data_1410.jpg,Beet Armyworm
data_452.jpg,Jute Stem Weevil
data_1703.jpg,Jute Stem Girdler
data_6240.jpg,Mealybug
data_6614.jpg,Black Hairy
data_228.jpg,Leaf Beetle
data_4009.jpg,Field Cricket
data_2816.jpg,Jute Red Mite
data_2008.jpg,Termite
data_6960.jpg,Jute Stem Girdler
data_116.jpg,Leaf Beetle
data_1512.jpg,Beet Armyworm
data_4124.jpg,Termite odontotermes (Rambur)
data_4536.jpg,Jute Hairy
data_1320.jpg,Cutworm
data_2020.jpg,Termite
data_5620.jpg,Jute Aphid
data_5120.jpg,Yellow Mite
data_2416.jpg,Black Hairy
data_6857.jpg,Leaf Beetle
data_5556.jpg,Jute Aphid
data_4167.jpg,Termite odontotermes (Rambur)
data_3592.jpg,Jute Semilooper
data_1195.jpg,Cutworm
data_1423.jpg,Beet Armyworm
data_6786.jpg,Yellow Mite
data_1443.jpg,Beet Armyworm
data_86.jpg,Leaf Beetle
data_772.jpg,Jute Stem Weevil
data_1244.jpg,Cutworm
data_6200.jpg,Mealybug
data_5650.jpg,Jute Aphid
data_4031.jpg,Field Cricket
data_5654.jpg,Jute Aphid
data_626.jpg,Jute Stem Weevil
data_1903.jpg,Termite
data_5916.jpg,Jute Aphid
data_5047.jpg,Yellow Mite
data_5562.jpg,Jute Aphid
data_3879.jpg,Field Cricket
data_7223.jpg,Mealybug
data_997.jpg,Cutworm
data_6186.jpg,Mealybug
data_217.jpg,Leaf Beetle
data_5581.jpg,Jute Aphid
data_659.jpg,Jute Stem Weevil
data_1583.jpg,Beet Armyworm
data_1151.jpg,Cutworm
data_609.jpg,Jute Stem Weevil
data_1149.jpg,Cutworm
data_2825.jpg,Jute Red Mite
data_3189.jpg,Pod Borer
data_3852.jpg,Field Cricket
data_7110.jpg,Termite odontotermes (Rambur)
data_6967.jpg,Jute Stem Girdler
data_4132.jpg,Termite odontotermes (Rambur)
data_554.jpg,Jute Stem Weevil
data_7188.jpg,Scopula Emissaria
data_264.jpg,Leaf Beetle
data_6079.jpg,Mealybug
data_2537.jpg,Jute Red Mite
data_4746.jpg,Jute Hairy
data_2405.jpg,Black Hairy
data_5535.jpg,Jute Aphid
data_6573.jpg,Beet Armyworm
data_3922.jpg,Field Cricket
data_3109.jpg,Pod Borer
data_2855.jpg,Jute Red Mite
data_6900.jpg,Jute Stem Weevil
data_3450.jpg,Jute Semilooper
data_221.jpg,Leaf Beetle
data_4065.jpg,Field Cricket
data_4668.jpg,Jute Hairy
data_1426.jpg,Beet Armyworm
data_276.jpg,Leaf Beetle
data_3490.jpg,Jute Semilooper
data_4813.jpg,Yellow Mite
data_2046.jpg,Termite
data_959.jpg,Jute Stem Weevil
data_1085.jpg,Cutworm
data_2807.jpg,Jute Red Mite
data_3780.jpg,Field Cricket
data_4711.jpg,Jute Hairy
data_503.jpg,Jute Stem Weevil
data_611.jpg,Jute Stem Weevil
data_4307.jpg,Termite odontotermes (Rambur)
data_3200.jpg,Pod Borer
data_1941.jpg,Termite
data_3128.jpg,Pod Borer
data_5527.jpg,Jute Aphid
data_4263.jpg,Termite odontotermes (Rambur)
data_1948.jpg,Termite
data_4184.jpg,Termite odontotermes (Rambur)
data_581.jpg,Jute Stem Weevil
data_7214.jpg,Mealybug
data_1304.jpg,Cutworm
data_970.jpg,Jute Stem Weevil
data_5278.jpg,Scopula Emissaria
data_6911.jpg,Cutworm
data_4763.jpg,Jute Hairy
data_6634.jpg,Black Hairy
data_6278.jpg,Mealybug
data_1076.jpg,Cutworm
data_5868.jpg,Jute Aphid
